zone_pickup	zone_dropoff	hour	conditions	trip_delay
Allerton/Pelham Gardens	JFK Airport	3	Clear	0.0
Allerton/Pelham Gardens	JFK Airport	3	Partially cloudy	0.0
Allerton/Pelham Gardens	JFK Airport	4	Rain, Partially cloudy	0.0
Allerton/Pelham Gardens	JFK Airport	6	Partially cloudy	0.0
Allerton/Pelham Gardens	JFK Airport	7	Clear	0.0
Allerton/Pelham Gardens	JFK Airport	7	Overcast	0.0
Allerton/Pelham Gardens	JFK Airport	8	Clear	0.0
Allerton/Pelham Gardens	JFK Airport	9	Clear	0.0
Allerton/Pelham Gardens	JFK Airport	9	Partially cloudy	0.0
Allerton/Pelham Gardens	JFK Airport	10	Rain, Partially cloudy	0.0
Allerton/Pelham Gardens	JFK Airport	13	Clear	0.0
Allerton/Pelham Gardens	JFK Airport	16	Clear	0.0
Allerton/Pelham Gardens	JFK Airport	19	Clear	0.0
Allerton/Pelham Gardens	LaGuardia Airport	3	Partially cloudy	0.3333333333333333
Allerton/Pelham Gardens	LaGuardia Airport	5	Clear	0.5
Allerton/Pelham Gardens	LaGuardia Airport	17	Partially cloudy	0.0
Allerton/Pelham Gardens	LaGuardia Airport	18	Overcast	0.0
Alphabet City	JFK Airport	1	Rain, Partially cloudy	0.0
Alphabet City	JFK Airport	2	Partially cloudy	0.5
Alphabet City	JFK Airport	2	Rain, Partially cloudy	0.0
Alphabet City	JFK Airport	3	Clear	0.0
Alphabet City	JFK Airport	4	Clear	0.5
Alphabet City	JFK Airport	4	Overcast	0.5
Alphabet City	JFK Airport	4	Partially cloudy	0.5
Alphabet City	JFK Airport	4	Rain, Overcast	0.0
Alphabet City	JFK Airport	4	Rain, Partially cloudy	0.0
Alphabet City	JFK Airport	5	Clear	0.4666666666666667
Alphabet City	JFK Airport	5	Overcast	0.4
Alphabet City	JFK Airport	5	Partially cloudy	0.5
Alphabet City	JFK Airport	5	Rain, Overcast	0.0
Alphabet City	JFK Airport	5	Rain, Partially cloudy	0.5
Alphabet City	JFK Airport	5	Snow, Overcast	0.0
Alphabet City	JFK Airport	6	Clear	0.5
Alphabet City	JFK Airport	6	Overcast	0.0
Alphabet City	JFK Airport	6	Partially cloudy	0.46153846153846156
Alphabet City	JFK Airport	6	Rain, Overcast	0.5
Alphabet City	JFK Airport	6	Rain, Partially cloudy	0.5
Alphabet City	JFK Airport	7	Clear	0.5
Alphabet City	JFK Airport	7	Overcast	0.5
Alphabet City	JFK Airport	7	Partially cloudy	0.5
Alphabet City	JFK Airport	7	Rain, Overcast	0.3333333333333333
Alphabet City	JFK Airport	7	Rain, Partially cloudy	0.3333333333333333
Alphabet City	JFK Airport	7	Snow, Overcast	0.0
Alphabet City	JFK Airport	7	Snow, Partially cloudy	0.0
Alphabet City	JFK Airport	8	Clear	0.45454545454545453
Alphabet City	JFK Airport	8	Overcast	0.3333333333333333
Alphabet City	JFK Airport	8	Partially cloudy	0.47368421052631576
Alphabet City	JFK Airport	8	Rain, Overcast	0.5
Alphabet City	JFK Airport	8	Snow, Overcast	0.0
Alphabet City	JFK Airport	9	Clear	0.5
Alphabet City	JFK Airport	9	Overcast	0.3333333333333333
Alphabet City	JFK Airport	9	Partially cloudy	0.5
Alphabet City	JFK Airport	9	Rain, Partially cloudy	0.5
Alphabet City	JFK Airport	10	Clear	0.4
Alphabet City	JFK Airport	10	Overcast	0.0
Alphabet City	JFK Airport	10	Partially cloudy	0.4444444444444444
Alphabet City	JFK Airport	10	Rain, Overcast	0.5
Alphabet City	JFK Airport	10	Rain, Partially cloudy	0.5
Alphabet City	JFK Airport	10	Snow, Partially cloudy	0.0
Alphabet City	JFK Airport	11	Clear	0.3333333333333333
Alphabet City	JFK Airport	11	Overcast	0.4
Alphabet City	JFK Airport	11	Partially cloudy	0.5
Alphabet City	JFK Airport	11	Rain, Overcast	0.0
Alphabet City	JFK Airport	11	Rain, Partially cloudy	0.5
Alphabet City	JFK Airport	12	Clear	0.5
Alphabet City	JFK Airport	12	Overcast	0.5
Alphabet City	JFK Airport	12	Partially cloudy	0.5
Alphabet City	JFK Airport	12	Rain, Overcast	0.5
Alphabet City	JFK Airport	12	Rain, Partially cloudy	0.5
Alphabet City	JFK Airport	13	Clear	0.5
Alphabet City	JFK Airport	13	Overcast	0.3333333333333333
Alphabet City	JFK Airport	13	Partially cloudy	0.4782608695652174
Alphabet City	JFK Airport	13	Rain, Overcast	0.5
Alphabet City	JFK Airport	13	Rain, Partially cloudy	0.0
Alphabet City	JFK Airport	13	Snow, Partially cloudy	0.0
Alphabet City	JFK Airport	14	Clear	0.47058823529411764
Alphabet City	JFK Airport	14	Overcast	0.4444444444444444
Alphabet City	JFK Airport	14	Partially cloudy	0.5
Alphabet City	JFK Airport	14	Rain, Overcast	0.3333333333333333
Alphabet City	JFK Airport	14	Rain, Partially cloudy	0.5
Alphabet City	JFK Airport	14	Snow, Overcast	0.0
Alphabet City	JFK Airport	15	Clear	0.5
Alphabet City	JFK Airport	15	Overcast	0.5
Alphabet City	JFK Airport	15	Partially cloudy	0.5
Alphabet City	JFK Airport	15	Rain, Overcast	0.3333333333333333
Alphabet City	JFK Airport	15	Rain, Partially cloudy	0.3333333333333333
Alphabet City	JFK Airport	16	Clear	0.5
Alphabet City	JFK Airport	16	Overcast	0.5
Alphabet City	JFK Airport	16	Partially cloudy	0.5
Alphabet City	JFK Airport	16	Rain, Partially cloudy	0.0
Alphabet City	JFK Airport	17	Clear	0.5
Alphabet City	JFK Airport	17	Overcast	0.5
Alphabet City	JFK Airport	17	Partially cloudy	0.5
Alphabet City	JFK Airport	17	Rain, Overcast	0.5
Alphabet City	JFK Airport	17	Rain, Partially cloudy	0.5
Alphabet City	JFK Airport	18	Clear	0.5
Alphabet City	JFK Airport	18	Overcast	0.4
Alphabet City	JFK Airport	18	Partially cloudy	0.45454545454545453
Alphabet City	JFK Airport	18	Rain, Overcast	0.5
Alphabet City	JFK Airport	18	Rain, Partially cloudy	0.5
Alphabet City	JFK Airport	19	Clear	0.5
Alphabet City	JFK Airport	19	Overcast	0.5
Alphabet City	JFK Airport	19	Partially cloudy	0.5
Alphabet City	JFK Airport	19	Rain, Overcast	0.3333333333333333
Alphabet City	JFK Airport	19	Rain, Partially cloudy	0.3333333333333333
Alphabet City	JFK Airport	20	Clear	0.5
Alphabet City	JFK Airport	20	Overcast	0.5
Alphabet City	JFK Airport	20	Partially cloudy	0.45454545454545453
Alphabet City	JFK Airport	21	Clear	0.3333333333333333
Alphabet City	JFK Airport	21	Overcast	0.5
Alphabet City	JFK Airport	21	Partially cloudy	0.5
Alphabet City	JFK Airport	22	Clear	0.0
Alphabet City	JFK Airport	22	Partially cloudy	0.3333333333333333
Alphabet City	JFK Airport	22	Rain, Overcast	0.0
Alphabet City	JFK Airport	23	Clear	0.0
Alphabet City	JFK Airport	23	Partially cloudy	0.3333333333333333
Alphabet City	JFK Airport	23	Rain, Overcast	0.0
Alphabet City	JFK Airport	23	Rain, Partially cloudy	0.0
Alphabet City	LaGuardia Airport	1	Clear	0.0
Alphabet City	LaGuardia Airport	2	Partially cloudy	0.3333333333333333
Alphabet City	LaGuardia Airport	3	Clear	0.3333333333333333
Alphabet City	LaGuardia Airport	3	Overcast	0.0
Alphabet City	LaGuardia Airport	3	Partially cloudy	0.5
Alphabet City	LaGuardia Airport	3	Rain, Partially cloudy	0.0
Alphabet City	LaGuardia Airport	4	Clear	0.5
Alphabet City	LaGuardia Airport	4	Overcast	0.0
Alphabet City	LaGuardia Airport	4	Partially cloudy	0.45454545454545453
Alphabet City	LaGuardia Airport	5	Clear	0.4444444444444444
Alphabet City	LaGuardia Airport	5	Overcast	0.5
Alphabet City	LaGuardia Airport	5	Partially cloudy	0.5
Alphabet City	LaGuardia Airport	5	Rain, Overcast	0.5
Alphabet City	LaGuardia Airport	5	Rain, Partially cloudy	0.0
Alphabet City	LaGuardia Airport	5	Snow, Overcast	0.0
Alphabet City	LaGuardia Airport	6	Clear	0.5
Alphabet City	LaGuardia Airport	6	Overcast	0.5
Alphabet City	LaGuardia Airport	6	Partially cloudy	0.5
Alphabet City	LaGuardia Airport	6	Rain, Overcast	0.0
Alphabet City	LaGuardia Airport	6	Rain, Partially cloudy	0.3333333333333333
Alphabet City	LaGuardia Airport	6	Snow, Overcast	0.0
Alphabet City	LaGuardia Airport	7	Clear	0.47058823529411764
Alphabet City	LaGuardia Airport	7	Overcast	0.5
Alphabet City	LaGuardia Airport	7	Partially cloudy	0.48148148148148145
Alphabet City	LaGuardia Airport	7	Rain, Overcast	0.0
Alphabet City	LaGuardia Airport	7	Rain, Partially cloudy	0.0
Alphabet City	LaGuardia Airport	8	Clear	0.4666666666666667
Alphabet City	LaGuardia Airport	8	Overcast	0.45454545454545453
Alphabet City	LaGuardia Airport	8	Partially cloudy	0.48
Alphabet City	LaGuardia Airport	8	Rain, Overcast	0.0
Alphabet City	LaGuardia Airport	8	Rain, Partially cloudy	0.5
Alphabet City	LaGuardia Airport	9	Clear	0.5
Alphabet City	LaGuardia Airport	9	Partially cloudy	0.4782608695652174
Alphabet City	LaGuardia Airport	9	Rain, Overcast	0.4
Alphabet City	LaGuardia Airport	9	Rain, Partially cloudy	0.5
Alphabet City	LaGuardia Airport	10	Clear	0.5
Alphabet City	LaGuardia Airport	10	Overcast	0.42857142857142855
Alphabet City	LaGuardia Airport	10	Partially cloudy	0.46153846153846156
Alphabet City	LaGuardia Airport	10	Rain, Partially cloudy	0.5
Alphabet City	LaGuardia Airport	11	Clear	0.5
Alphabet City	LaGuardia Airport	11	Overcast	0.5
Alphabet City	LaGuardia Airport	11	Partially cloudy	0.4666666666666667
Alphabet City	LaGuardia Airport	11	Rain, Partially cloudy	0.3333333333333333
Alphabet City	LaGuardia Airport	12	Clear	0.5
Alphabet City	LaGuardia Airport	12	Overcast	0.3333333333333333
Alphabet City	LaGuardia Airport	12	Partially cloudy	0.4666666666666667
Alphabet City	LaGuardia Airport	12	Rain, Overcast	0.5
Alphabet City	LaGuardia Airport	12	Rain, Partially cloudy	0.3333333333333333
Alphabet City	LaGuardia Airport	13	Clear	0.4444444444444444
Alphabet City	LaGuardia Airport	13	Overcast	0.3333333333333333
Alphabet City	LaGuardia Airport	13	Partially cloudy	0.46153846153846156
Alphabet City	LaGuardia Airport	13	Rain, Overcast	0.3333333333333333
Alphabet City	LaGuardia Airport	13	Rain, Partially cloudy	0.3333333333333333
Alphabet City	LaGuardia Airport	14	Clear	0.4
Alphabet City	LaGuardia Airport	14	Overcast	0.42857142857142855
Alphabet City	LaGuardia Airport	14	Partially cloudy	0.5
Alphabet City	LaGuardia Airport	14	Rain, Overcast	0.0
Alphabet City	LaGuardia Airport	15	Clear	0.5
Alphabet City	LaGuardia Airport	15	Overcast	0.0
Alphabet City	LaGuardia Airport	15	Partially cloudy	0.5
Alphabet City	LaGuardia Airport	15	Rain, Overcast	0.0
Alphabet City	LaGuardia Airport	16	Overcast	0.0
Alphabet City	LaGuardia Airport	16	Partially cloudy	0.5
Alphabet City	LaGuardia Airport	16	Rain, Overcast	0.5
Alphabet City	LaGuardia Airport	16	Rain, Partially cloudy	0.0
Alphabet City	LaGuardia Airport	17	Clear	0.5
Alphabet City	LaGuardia Airport	17	Overcast	0.0
Alphabet City	LaGuardia Airport	17	Partially cloudy	0.45454545454545453
Alphabet City	LaGuardia Airport	17	Rain, Overcast	0.0
Alphabet City	LaGuardia Airport	17	Rain, Partially cloudy	0.5
Alphabet City	LaGuardia Airport	18	Clear	0.5
Alphabet City	LaGuardia Airport	18	Overcast	0.0
Alphabet City	LaGuardia Airport	18	Partially cloudy	0.5
Alphabet City	LaGuardia Airport	18	Rain, Overcast	0.5
Alphabet City	LaGuardia Airport	18	Rain, Partially cloudy	0.0
Alphabet City	LaGuardia Airport	19	Clear	0.5
Alphabet City	LaGuardia Airport	19	Partially cloudy	0.5
Alphabet City	LaGuardia Airport	20	Partially cloudy	0.0
Alphabet City	LaGuardia Airport	20	Rain, Partially cloudy	0.0
Alphabet City	LaGuardia Airport	21	Clear	0.0
Alphabet City	Newark Airport	3	Clear	0.5
Alphabet City	Newark Airport	3	Partially cloudy	0.0
Alphabet City	Newark Airport	4	Clear	0.3333333333333333
Alphabet City	Newark Airport	4	Partially cloudy	0.0
Alphabet City	Newark Airport	5	Partially cloudy	0.3333333333333333
Alphabet City	Newark Airport	5	Rain, Partially cloudy	0.0
Alphabet City	Newark Airport	6	Clear	0.0
Alphabet City	Newark Airport	6	Overcast	0.5
Alphabet City	Newark Airport	6	Partially cloudy	0.4
Alphabet City	Newark Airport	7	Clear	0.5
Alphabet City	Newark Airport	7	Overcast	0.0
Alphabet City	Newark Airport	7	Partially cloudy	0.4
Alphabet City	Newark Airport	7	Rain, Overcast	0.0
Alphabet City	Newark Airport	8	Clear	0.5
Alphabet City	Newark Airport	8	Overcast	0.5
Alphabet City	Newark Airport	8	Partially cloudy	0.42857142857142855
Alphabet City	Newark Airport	8	Rain, Overcast	0.5
Alphabet City	Newark Airport	9	Clear	0.3333333333333333
Alphabet City	Newark Airport	9	Partially cloudy	0.5
Alphabet City	Newark Airport	9	Rain, Overcast	0.0
Alphabet City	Newark Airport	9	Snow, Partially cloudy	0.0
Alphabet City	Newark Airport	10	Clear	0.0
Alphabet City	Newark Airport	10	Overcast	0.0
Alphabet City	Newark Airport	10	Partially cloudy	0.0
Alphabet City	Newark Airport	11	Overcast	0.0
Alphabet City	Newark Airport	11	Partially cloudy	0.5
Alphabet City	Newark Airport	12	Clear	0.0
Alphabet City	Newark Airport	12	Overcast	0.5
Alphabet City	Newark Airport	12	Partially cloudy	0.0
Alphabet City	Newark Airport	12	Rain, Overcast	0.0
Alphabet City	Newark Airport	13	Clear	0.4
Alphabet City	Newark Airport	13	Partially cloudy	0.4
Alphabet City	Newark Airport	14	Clear	0.5
Alphabet City	Newark Airport	14	Partially cloudy	0.5
Alphabet City	Newark Airport	15	Clear	0.4
Alphabet City	Newark Airport	15	Overcast	0.3333333333333333
Alphabet City	Newark Airport	15	Partially cloudy	0.4444444444444444
Alphabet City	Newark Airport	16	Overcast	0.0
Alphabet City	Newark Airport	16	Partially cloudy	0.0
Alphabet City	Newark Airport	16	Rain, Overcast	0.0
Alphabet City	Newark Airport	17	Clear	0.0
Alphabet City	Newark Airport	17	Partially cloudy	0.5
Alphabet City	Newark Airport	18	Clear	0.3333333333333333
Alphabet City	Newark Airport	18	Partially cloudy	0.3333333333333333
Alphabet City	Newark Airport	18	Rain, Overcast	0.0
Alphabet City	Newark Airport	19	Partially cloudy	0.0
Alphabet City	Newark Airport	20	Clear	0.5
Alphabet City	Newark Airport	20	Partially cloudy	0.0
Alphabet City	Newark Airport	21	Rain, Overcast	0.0
Alphabet City	Newark Airport	22	Rain, Partially cloudy	0.0
Arden Heights	JFK Airport	5	Partially cloudy	0.0
Arden Heights	JFK Airport	6	Clear	0.0
Arden Heights	JFK Airport	9	Partially cloudy	0.0
Arden Heights	JFK Airport	17	Rain, Partially cloudy	0.0
Arden Heights	LaGuardia Airport	12	Partially cloudy	0.0
Arden Heights	Newark Airport	5	Partially cloudy	0.0
Arrochar/Fort Wadsworth	JFK Airport	4	Clear	0.0
Arrochar/Fort Wadsworth	JFK Airport	4	Partially cloudy	0.3333333333333333
Arrochar/Fort Wadsworth	JFK Airport	4	Rain, Overcast	0.0
Arrochar/Fort Wadsworth	LaGuardia Airport	4	Overcast	0.0
Arrochar/Fort Wadsworth	LaGuardia Airport	4	Partially cloudy	0.0
Arrochar/Fort Wadsworth	LaGuardia Airport	8	Partially cloudy	0.0
Arrochar/Fort Wadsworth	Newark Airport	10	Rain, Partially cloudy	0.0
Arrochar/Fort Wadsworth	Newark Airport	11	Partially cloudy	0.0
Arrochar/Fort Wadsworth	Newark Airport	13	Partially cloudy	0.0
Astoria	JFK Airport	0	Clear	0.0
Astoria	JFK Airport	0	Partially cloudy	0.5
Astoria	JFK Airport	0	Rain, Overcast	0.0
Astoria	JFK Airport	1	Clear	0.0
Astoria	JFK Airport	1	Partially cloudy	0.5
Astoria	JFK Airport	1	Rain, Partially cloudy	0.0
Astoria	JFK Airport	2	Clear	0.0
Astoria	JFK Airport	2	Overcast	0.0
Astoria	JFK Airport	2	Partially cloudy	0.5
Astoria	JFK Airport	2	Rain, Overcast	0.0
Astoria	JFK Airport	3	Clear	0.5
Astoria	JFK Airport	3	Overcast	0.0
Astoria	JFK Airport	3	Partially cloudy	0.5
Astoria	JFK Airport	4	Clear	0.4666666666666667
Astoria	JFK Airport	4	Overcast	0.3333333333333333
Astoria	JFK Airport	4	Partially cloudy	0.5
Astoria	JFK Airport	4	Rain, Overcast	0.5
Astoria	JFK Airport	4	Rain, Partially cloudy	0.5
Astoria	JFK Airport	4	Snow, Overcast	0.0
Astoria	JFK Airport	4	Snow, Partially cloudy	0.0
Astoria	JFK Airport	5	Clear	0.47058823529411764
Astoria	JFK Airport	5	Overcast	0.5
Astoria	JFK Airport	5	Partially cloudy	0.4782608695652174
Astoria	JFK Airport	5	Rain, Overcast	0.5
Astoria	JFK Airport	5	Rain, Partially cloudy	0.5
Astoria	JFK Airport	5	Snow, Partially cloudy	0.0
Astoria	JFK Airport	6	Clear	0.4782608695652174
Astoria	JFK Airport	6	Overcast	0.45454545454545453
Astoria	JFK Airport	6	Partially cloudy	0.47619047619047616
Astoria	JFK Airport	6	Rain, Overcast	0.0
Astoria	JFK Airport	6	Rain, Partially cloudy	0.3333333333333333
Astoria	JFK Airport	6	Snow, Overcast	0.0
Astoria	JFK Airport	6	Snow, Partially cloudy	0.0
Astoria	JFK Airport	7	Clear	0.47058823529411764
Astoria	JFK Airport	7	Overcast	0.5
Astoria	JFK Airport	7	Partially cloudy	0.47368421052631576
Astoria	JFK Airport	7	Rain	0.0
Astoria	JFK Airport	7	Rain, Overcast	0.0
Astoria	JFK Airport	7	Rain, Partially cloudy	0.0
Astoria	JFK Airport	8	Clear	0.5
Astoria	JFK Airport	8	Overcast	0.3333333333333333
Astoria	JFK Airport	8	Partially cloudy	0.5
Astoria	JFK Airport	8	Rain, Overcast	0.5
Astoria	JFK Airport	8	Rain, Partially cloudy	0.5
Astoria	JFK Airport	9	Clear	0.42857142857142855
Astoria	JFK Airport	9	Overcast	0.4
Astoria	JFK Airport	9	Partially cloudy	0.4666666666666667
Astoria	JFK Airport	9	Rain, Overcast	0.5
Astoria	JFK Airport	9	Rain, Partially cloudy	0.0
Astoria	JFK Airport	10	Clear	0.5
Astoria	JFK Airport	10	Partially cloudy	0.46153846153846156
Astoria	JFK Airport	11	Clear	0.5
Astoria	JFK Airport	11	Overcast	0.5
Astoria	JFK Airport	11	Partially cloudy	0.46153846153846156
Astoria	JFK Airport	11	Rain, Overcast	0.0
Astoria	JFK Airport	11	Rain, Partially cloudy	0.0
Astoria	JFK Airport	12	Clear	0.5
Astoria	JFK Airport	12	Overcast	0.5
Astoria	JFK Airport	12	Partially cloudy	0.5
Astoria	JFK Airport	12	Rain, Overcast	0.0
Astoria	JFK Airport	12	Rain, Partially cloudy	0.3333333333333333
Astoria	JFK Airport	13	Clear	0.5
Astoria	JFK Airport	13	Overcast	0.4
Astoria	JFK Airport	13	Partially cloudy	0.4782608695652174
Astoria	JFK Airport	13	Rain, Overcast	0.0
Astoria	JFK Airport	13	Rain, Partially cloudy	0.4
Astoria	JFK Airport	14	Clear	0.4666666666666667
Astoria	JFK Airport	14	Overcast	0.4444444444444444
Astoria	JFK Airport	14	Partially cloudy	0.5
Astoria	JFK Airport	14	Rain, Overcast	0.3333333333333333
Astoria	JFK Airport	14	Rain, Partially cloudy	0.0
Astoria	JFK Airport	15	Clear	0.5
Astoria	JFK Airport	15	Overcast	0.5
Astoria	JFK Airport	15	Partially cloudy	0.48148148148148145
Astoria	JFK Airport	15	Rain, Overcast	0.0
Astoria	JFK Airport	15	Rain, Partially cloudy	0.5
Astoria	JFK Airport	16	Clear	0.4
Astoria	JFK Airport	16	Overcast	0.3333333333333333
Astoria	JFK Airport	16	Partially cloudy	0.47368421052631576
Astoria	JFK Airport	16	Rain, Overcast	0.0
Astoria	JFK Airport	16	Rain, Partially cloudy	0.5
Astoria	JFK Airport	17	Clear	0.4
Astoria	JFK Airport	17	Overcast	0.3333333333333333
Astoria	JFK Airport	17	Partially cloudy	0.47058823529411764
Astoria	JFK Airport	17	Rain, Overcast	0.0
Astoria	JFK Airport	17	Rain, Partially cloudy	0.3333333333333333
Astoria	JFK Airport	18	Clear	0.5
Astoria	JFK Airport	18	Overcast	0.0
Astoria	JFK Airport	18	Partially cloudy	0.47368421052631576
Astoria	JFK Airport	19	Clear	0.5
Astoria	JFK Airport	19	Overcast	0.3333333333333333
Astoria	JFK Airport	19	Partially cloudy	0.45454545454545453
Astoria	JFK Airport	19	Rain, Overcast	0.0
Astoria	JFK Airport	19	Rain, Partially cloudy	0.5
Astoria	JFK Airport	20	Clear	0.4
Astoria	JFK Airport	20	Partially cloudy	0.5
Astoria	JFK Airport	20	Rain, Partially cloudy	0.0
Astoria	JFK Airport	21	Clear	0.4444444444444444
Astoria	JFK Airport	21	Overcast	0.0
Astoria	JFK Airport	21	Partially cloudy	0.5
Astoria	JFK Airport	21	Rain, Overcast	0.0
Astoria	JFK Airport	21	Rain, Partially cloudy	0.0
Astoria	JFK Airport	22	Clear	0.3333333333333333
Astoria	JFK Airport	22	Partially cloudy	0.4444444444444444
Astoria	JFK Airport	22	Rain, Overcast	0.0
Astoria	JFK Airport	22	Rain, Partially cloudy	0.0
Astoria	JFK Airport	23	Clear	0.0
Astoria	JFK Airport	23	Partially cloudy	0.4
Astoria	LaGuardia Airport	0	Overcast	0.0
Astoria	LaGuardia Airport	1	Clear	0.0
Astoria	LaGuardia Airport	2	Clear	0.5
Astoria	LaGuardia Airport	2	Partially cloudy	0.0
Astoria	LaGuardia Airport	3	Clear	0.5
Astoria	LaGuardia Airport	3	Overcast	0.3333333333333333
Astoria	LaGuardia Airport	3	Partially cloudy	0.5
Astoria	LaGuardia Airport	3	Rain, Overcast	0.5
Astoria	LaGuardia Airport	4	Clear	0.5
Astoria	LaGuardia Airport	4	Overcast	0.5
Astoria	LaGuardia Airport	4	Partially cloudy	0.5
Astoria	LaGuardia Airport	4	Rain, Overcast	0.4
Astoria	LaGuardia Airport	4	Rain, Partially cloudy	0.42857142857142855
Astoria	LaGuardia Airport	4	Snow, Overcast	0.3333333333333333
Astoria	LaGuardia Airport	4	Snow, Partially cloudy	0.5
Astoria	LaGuardia Airport	5	Clear	0.4897959183673469
Astoria	LaGuardia Airport	5	Overcast	0.5
Astoria	LaGuardia Airport	5	Partially cloudy	0.5
Astoria	LaGuardia Airport	5	Rain, Overcast	0.5
Astoria	LaGuardia Airport	5	Rain, Partially cloudy	0.5
Astoria	LaGuardia Airport	5	Snow, Overcast	0.0
Astoria	LaGuardia Airport	5	Snow, Partially cloudy	0.0
Astoria	LaGuardia Airport	6	Clear	0.4915254237288136
Astoria	LaGuardia Airport	6	Overcast	0.48
Astoria	LaGuardia Airport	6	Partially cloudy	0.5
Astoria	LaGuardia Airport	6	Rain, Overcast	0.5
Astoria	LaGuardia Airport	6	Rain, Partially cloudy	0.5
Astoria	LaGuardia Airport	7	Clear	0.5
Astoria	LaGuardia Airport	7	Overcast	0.5
Astoria	LaGuardia Airport	7	Partially cloudy	0.49333333333333335
Astoria	LaGuardia Airport	7	Rain, Overcast	0.5
Astoria	LaGuardia Airport	7	Rain, Partially cloudy	0.3333333333333333
Astoria	LaGuardia Airport	7	Snow, Partially cloudy	0.0
Astoria	LaGuardia Airport	8	Clear	0.5
Astoria	LaGuardia Airport	8	Overcast	0.46153846153846156
Astoria	LaGuardia Airport	8	Partially cloudy	0.5
Astoria	LaGuardia Airport	8	Rain, Overcast	0.3333333333333333
Astoria	LaGuardia Airport	8	Rain, Partially cloudy	0.3333333333333333
Astoria	LaGuardia Airport	9	Clear	0.4838709677419355
Astoria	LaGuardia Airport	9	Overcast	0.45454545454545453
Astoria	LaGuardia Airport	9	Partially cloudy	0.5
Astoria	LaGuardia Airport	9	Rain, Overcast	0.5
Astoria	LaGuardia Airport	9	Rain, Partially cloudy	0.3333333333333333
Astoria	LaGuardia Airport	9	Snow, Overcast	0.0
Astoria	LaGuardia Airport	10	Clear	0.4782608695652174
Astoria	LaGuardia Airport	10	Overcast	0.4666666666666667
Astoria	LaGuardia Airport	10	Partially cloudy	0.48484848484848486
Astoria	LaGuardia Airport	10	Rain, Overcast	0.5
Astoria	LaGuardia Airport	10	Rain, Partially cloudy	0.3333333333333333
Astoria	LaGuardia Airport	11	Clear	0.47368421052631576
Astoria	LaGuardia Airport	11	Overcast	0.4444444444444444
Astoria	LaGuardia Airport	11	Partially cloudy	0.4857142857142857
Astoria	LaGuardia Airport	11	Rain, Overcast	0.0
Astoria	LaGuardia Airport	11	Rain, Partially cloudy	0.0
Astoria	LaGuardia Airport	12	Clear	0.5
Astoria	LaGuardia Airport	12	Overcast	0.5
Astoria	LaGuardia Airport	12	Partially cloudy	0.4878048780487805
Astoria	LaGuardia Airport	12	Rain, Overcast	0.0
Astoria	LaGuardia Airport	12	Rain, Partially cloudy	0.3333333333333333
Astoria	LaGuardia Airport	13	Clear	0.48148148148148145
Astoria	LaGuardia Airport	13	Overcast	0.46153846153846156
Astoria	LaGuardia Airport	13	Partially cloudy	0.5
Astoria	LaGuardia Airport	13	Rain, Overcast	0.0
Astoria	LaGuardia Airport	14	Clear	0.5
Astoria	LaGuardia Airport	14	Overcast	0.42857142857142855
Astoria	LaGuardia Airport	14	Partially cloudy	0.4927536231884058
Astoria	LaGuardia Airport	14	Rain, Overcast	0.4
Astoria	LaGuardia Airport	14	Rain, Partially cloudy	0.5
Astoria	LaGuardia Airport	14	Snow, Partially cloudy	0.0
Astoria	LaGuardia Airport	15	Clear	0.4827586206896552
Astoria	LaGuardia Airport	15	Overcast	0.5
Astoria	LaGuardia Airport	15	Partially cloudy	0.4888888888888889
Astoria	LaGuardia Airport	15	Rain, Partially cloudy	0.5
Astoria	LaGuardia Airport	16	Clear	0.5
Astoria	LaGuardia Airport	16	Overcast	0.42857142857142855
Astoria	LaGuardia Airport	16	Partially cloudy	0.48484848484848486
Astoria	LaGuardia Airport	16	Rain, Overcast	0.3333333333333333
Astoria	LaGuardia Airport	16	Rain, Partially cloudy	0.3333333333333333
Astoria	LaGuardia Airport	16	Snow, Partially cloudy	0.0
Astoria	LaGuardia Airport	17	Clear	0.46153846153846156
Astoria	LaGuardia Airport	17	Overcast	0.42857142857142855
Astoria	LaGuardia Airport	17	Partially cloudy	0.5
Astoria	LaGuardia Airport	17	Rain, Overcast	0.3333333333333333
Astoria	LaGuardia Airport	17	Rain, Partially cloudy	0.5
Astoria	LaGuardia Airport	18	Clear	0.47368421052631576
Astoria	LaGuardia Airport	18	Overcast	0.5
Astoria	LaGuardia Airport	18	Partially cloudy	0.5
Astoria	LaGuardia Airport	18	Rain, Overcast	0.5
Astoria	LaGuardia Airport	18	Rain, Partially cloudy	0.3333333333333333
Astoria	LaGuardia Airport	19	Clear	0.45454545454545453
Astoria	LaGuardia Airport	19	Overcast	0.5
Astoria	LaGuardia Airport	19	Partially cloudy	0.5
Astoria	LaGuardia Airport	19	Rain, Overcast	0.0
Astoria	LaGuardia Airport	19	Rain, Partially cloudy	0.3333333333333333
Astoria	LaGuardia Airport	20	Clear	0.45454545454545453
Astoria	LaGuardia Airport	20	Overcast	0.5
Astoria	LaGuardia Airport	20	Partially cloudy	0.5
Astoria	LaGuardia Airport	20	Rain, Overcast	0.0
Astoria	LaGuardia Airport	20	Rain, Partially cloudy	0.3333333333333333
Astoria	LaGuardia Airport	21	Clear	0.3333333333333333
Astoria	LaGuardia Airport	21	Overcast	0.5
