crash_date,hour,latitude,longitude
2022-01-28,23,40.710495000000000000,-73.833140000000000000
2022-01-21,9,40.855200000000000000,-73.884320000000000000
2022-02-02,17,40.665737000000000000,-73.950880000000000000
2022-02-04,13,40.726593000000000000,-73.816840000000000000
2022-02-04,20,40.663400000000000000,-73.977850000000000000
2022-02-04,17,40.786747000000000000,-73.842950000000000000
2022-02-02,20,40.723698000000000000,-74.007920000000000000
2022-02-03,18,40.634617000000000000,-74.023530000000000000
2022-02-02,11,40.816746000000000000,-73.915306000000000000
2022-02-03,20,40.680477000000000000,-73.951164000000000000
2022-02-04,9,40.699482000000000000,-73.961040000000000000
2022-02-02,20,40.727962000000000000,-73.950080000000000000
2022-02-03,8,40.825394000000000000,-73.883286000000000000
2022-02-03,7,40.646214000000000000,-73.895780000000000000
2022-02-04,22,40.761894000000000000,-73.729160000000000000
2022-02-04,6,40.743603000000000000,-73.707520000000000000
2022-02-03,0,40.835857000000000000,-73.872130000000000000
2022-02-03,22,40.632910000000000000,-73.979570000000000000
2022-02-04,10,40.733906000000000000,-73.871780000000000000
2022-02-03,17,40.663788000000000000,-73.734024000000000000
2022-02-02,4,40.751747000000000000,-73.970810000000000000
2022-02-03,19,40.778820000000000000,-73.953995000000000000
2022-01-31,20,40.667763000000000000,-73.931220000000000000
2022-01-31,22,40.801125000000000000,-73.929880000000000000
2022-02-03,12,40.740273000000000000,-73.895860000000000000
2022-02-03,9,40.637794000000000000,-73.939540000000000000
2022-02-02,8,40.671925000000000000,-73.939186000000000000
2022-02-02,13,40.662308000000000000,-73.995070000000000000
2022-02-04,7,40.638680000000000000,-73.916820000000000000
2022-02-04,18,40.712284000000000000,-73.785360000000000000
2022-02-04,19,40.882732000000000000,-73.896720000000000000
2022-02-04,17,40.901460000000000000,-73.862670000000000000
2022-01-26,7,40.760340000000000000,-73.936386000000000000
2022-02-02,20,40.650227000000000000,-73.928270000000000000
2022-02-04,13,40.743782000000000000,-73.973520000000000000
2022-02-02,19,40.854874000000000000,-73.916794000000000000
2022-02-04,10,40.717278000000000000,-73.995440000000000000
2022-02-03,0,40.658120000000000000,-73.934006000000000000
2022-02-03,12,40.674355000000000000,-73.767520000000000000
2022-02-03,7,40.879467000000000000,-73.875180000000000000
2022-02-02,13,40.755840000000000000,-73.834480000000000000
2022-02-04,19,40.701990000000000000,-73.936745000000000000
2022-02-02,0,40.766350000000000000,-73.951030000000000000
2022-02-04,0,40.838200000000000000,-73.923710000000000000
2022-02-03,14,40.651420000000000000,-73.937160000000000000
2022-01-31,7,40.863690000000000000,-73.917070000000000000
2022-02-02,15,40.713554000000000000,-73.980860000000000000
2022-01-30,21,40.733610000000000000,-73.835915000000000000
2022-02-04,10,40.742657000000000000,-73.846214000000000000
2022-02-02,9,40.644863000000000000,-73.891740000000000000
2022-02-03,17,40.697426000000000000,-73.784325000000000000
2022-02-03,8,40.607840000000000000,-73.961975000000000000
2022-02-02,22,40.643574000000000000,-73.971660000000000000
2022-02-04,15,40.777190000000000000,-73.952250000000000000
2022-02-02,15,40.784550000000000000,-73.946890000000000000
2022-02-02,6,40.683540000000000000,-73.984380000000000000
2022-02-01,14,40.720340000000000000,-74.002230000000000000
2022-02-03,9,40.742012000000000000,-73.782780000000000000
2022-02-03,18,40.726444000000000000,-73.765790000000000000
2022-01-26,2,40.765530000000000000,-73.940280000000000000
2022-02-02,17,40.737690000000000000,-73.768580000000000000
2022-02-02,15,40.725964000000000000,-74.001274000000000000
2022-02-02,8,40.678240000000000000,-73.771100000000000000
2022-02-04,16,40.879055000000000000,-73.851875000000000000
2022-02-03,9,40.833965000000000000,-73.862900000000000000
2022-02-01,2,40.856537000000000000,-73.872570000000000000
2022-01-31,23,40.793370000000000000,-73.932740000000000000
2022-02-04,6,40.835705000000000000,-73.888756000000000000
2022-02-04,20,40.861256000000000000,-73.925674000000000000
2022-02-04,17,40.810627000000000000,-73.958280000000000000
2022-02-03,17,40.838203000000000000,-73.930200000000000000
2022-02-04,15,40.668083000000000000,-73.959290000000000000
2022-02-03,15,40.712082000000000000,-73.942270000000000000
2022-02-04,10,40.755950000000000000,-73.990740000000000000
2022-02-03,11,40.877544000000000000,-73.846640000000000000
2022-02-03,19,40.609810000000000000,-73.922510000000000000
2022-02-02,16,40.808060000000000000,-73.930420000000000000
2022-02-01,13,40.614452000000000000,-73.991610000000000000
2022-02-03,14,40.720722000000000000,-73.983250000000000000
2022-02-03,19,40.651936000000000000,-73.929400000000000000
2022-02-04,13,40.666750000000000000,-73.779945000000000000
2022-02-02,23,40.804344000000000000,-73.921580000000000000
2022-02-01,17,40.743860000000000000,-73.941750000000000000
2022-02-03,10,40.684937000000000000,-73.910140000000000000
2022-02-02,11,40.621128000000000000,-74.133514000000000000
2022-02-04,12,40.690372000000000000,-73.947105000000000000
2022-01-20,21,40.828663000000000000,-73.878100000000000000
2022-02-02,9,40.714092000000000000,-73.948990000000000000
2022-01-25,10,40.683160000000000000,-73.938090000000000000
2022-02-04,8,40.891630000000000000,-73.851840000000000000
2022-02-03,7,40.608223000000000000,-74.129400000000000000
2022-02-03,16,40.759922000000000000,-73.962730000000000000
2022-02-02,8,40.836506000000000000,-73.905360000000000000
2022-02-04,6,40.820040000000000000,-73.941260000000000000
2022-02-02,23,40.697315000000000000,-73.932274000000000000
2022-02-04,22,40.855556000000000000,-73.929180000000000000
2022-01-31,18,40.753006000000000000,-73.832600000000000000
2022-02-02,1,40.831017000000000000,-73.852260000000000000
2022-02-03,9,40.661120000000000000,-73.920135000000000000
2022-02-04,19,40.901318000000000000,-73.862740000000000000
2022-02-03,18,40.844685000000000000,-73.940800000000000000
2022-01-30,10,40.548230000000000000,-74.220665000000000000
2022-02-01,12,40.832695000000000000,-73.940780000000000000
2022-02-02,19,40.717470000000000000,-73.908516000000000000
2022-02-04,21,40.729572000000000000,-73.833830000000000000
2022-02-02,19,40.696392000000000000,-73.727510000000000000
2022-02-03,22,40.666737000000000000,-73.931320000000000000
2022-02-03,16,40.684937000000000000,-73.910140000000000000
2022-02-03,18,40.612362000000000000,-73.922970000000000000
2022-02-01,21,40.696030000000000000,-73.943535000000000000
2022-02-03,16,40.832756000000000000,-73.859180000000000000
2022-02-02,21,40.678852000000000000,-73.974050000000000000
2022-01-31,14,40.781690000000000000,-73.841415000000000000
2022-02-03,21,40.728725000000000000,-73.986145000000000000
2022-02-02,11,40.636650000000000000,-73.968050000000000000
2022-02-04,19,40.591686000000000000,-73.940210000000000000
2022-02-02,10,40.629166000000000000,-73.947334000000000000
2022-02-02,12,40.679950000000000000,-73.981330000000000000
2022-02-04,10,40.671406000000000000,-73.961330000000000000
2022-02-04,18,40.636790000000000000,-73.957440000000000000
2022-02-02,14,40.674072000000000000,-73.863000000000000000
2022-02-03,10,40.818558000000000000,-73.927320000000000000
2022-01-13,7,40.583733000000000000,-73.957360000000000000
2022-02-03,21,40.690895000000000000,-73.994060000000000000
2022-01-30,14,40.684080000000000000,-73.764660000000000000
2022-02-02,15,40.764572000000000000,-73.955430000000000000
2022-02-04,21,40.644424000000000000,-73.948900000000000000
2022-02-02,2,40.815662000000000000,-73.887020000000000000
2022-01-26,11,40.606537000000000000,-73.999840000000000000
2022-02-02,17,40.600567000000000000,-73.762100000000000000
2022-02-03,2,40.681210000000000000,-73.773000000000000000
2022-02-04,15,40.657200000000000000,-73.839410000000000000
2022-02-03,10,40.765423000000000000,-73.890010000000000000
2022-02-01,12,40.791046000000000000,-73.951380000000000000
2022-02-04,18,40.759525000000000000,-73.999250000000000000
2022-02-02,19,40.605877000000000000,-73.985980000000000000
2022-02-03,8,40.830135000000000000,-73.891884000000000000
2022-02-02,11,40.748720000000000000,-73.896250000000000000
2022-02-02,16,40.751724000000000000,-73.855316000000000000
2022-02-02,22,40.805016000000000000,-73.921090000000000000
2022-02-03,8,40.806940000000000000,-73.913760000000000000
2022-02-04,16,40.845350000000000000,-73.865555000000000000
2022-02-02,8,40.640330000000000000,-74.087100000000000000
2022-02-02,10,40.696700000000000000,-73.910310000000000000
2022-02-02,18,40.693770000000000000,-73.735780000000000000
2022-02-02,6,40.759820000000000000,-73.913900000000000000
2022-02-03,2,40.826088000000000000,-73.861210000000000000
2022-02-04,17,40.762745000000000000,-73.833290000000000000
2022-02-04,13,40.654170000000000000,-73.913765000000000000
2022-01-25,10,40.662200000000000000,-73.978870000000000000
2022-02-04,14,40.719933000000000000,-73.978760000000000000
2022-02-04,12,40.766434000000000000,-73.896040000000000000
2022-02-02,17,40.760284000000000000,-73.769356000000000000
2022-01-23,7,40.544052000000000000,-74.165085000000000000
2022-02-04,0,40.675220000000000000,-73.753840000000000000
2022-02-02,17,40.633770000000000000,-74.127250000000000000
2022-02-01,23,40.747530000000000000,-73.988310000000000000
2022-02-03,21,40.691994000000000000,-73.761110000000000000
2022-02-04,7,40.598465000000000000,-73.991450000000000000
2022-02-02,16,40.619423000000000000,-73.917244000000000000
2022-02-03,11,40.700546000000000000,-73.917076000000000000
2022-01-28,17,40.880740000000000000,-73.883530000000000000
2022-02-03,18,40.743100000000000000,-73.974014000000000000
2022-02-04,11,40.673080000000000000,-73.911240000000000000
2022-01-31,15,40.675385000000000000,-73.953370000000000000
2022-02-07,12,40.608550000000000000,-74.132160000000000000
2022-02-02,14,40.844234000000000000,-73.923630000000000000
2022-02-03,17,40.733820000000000000,-74.010220000000000000
2022-02-02,18,40.737920000000000000,-73.867744000000000000
2022-02-02,16,40.646496000000000000,-73.981200000000000000
2022-02-02,20,40.734497000000000000,-73.722870000000000000
2022-02-03,10,40.689735000000000000,-73.976110000000000000
2022-02-02,16,40.706180000000000000,-73.928460000000000000
2022-02-03,10,40.712640000000000000,-73.985010000000000000
2022-02-04,23,40.765285000000000000,-73.801440000000000000
2022-02-02,15,40.894170000000000000,-73.856964000000000000
2022-01-21,22,40.865078000000000000,-73.928116000000000000
2022-02-03,13,40.759018000000000000,-73.853490000000000000
2022-02-03,19,40.860516000000000000,-73.914600000000000000
2022-02-04,21,40.731610000000000000,-73.814940000000000000
2022-01-30,1,40.761745000000000000,-73.813530000000000000
2022-02-03,13,40.655273000000000000,-74.010500000000000000
2022-02-04,9,40.839600000000000000,-73.929474000000000000
2022-02-04,12,40.839767000000000000,-73.905396000000000000
2022-02-03,5,40.682262000000000000,-73.845140000000000000
2022-02-04,16,40.595203000000000000,-73.756030000000000000
2022-02-03,13,40.892360000000000000,-73.838700000000000000
2022-02-04,3,40.690308000000000000,-73.998810000000000000
2022-02-02,10,40.693626000000000000,-73.964060000000000000
2022-01-31,7,40.554134000000000000,-74.212670000000000000
2022-02-04,17,40.588770000000000000,-73.985970000000000000
2022-01-17,11,40.665825000000000000,-73.957466000000000000
2022-02-01,14,40.753994000000000000,-73.942440000000000000
2022-02-01,8,40.878920000000000000,-73.904790000000000000
2022-02-02,17,40.560863000000000000,-74.120850000000000000
2022-02-02,19,40.708870000000000000,-73.818710000000000000
2022-02-03,7,40.878643000000000000,-73.871605000000000000
2022-02-02,8,40.633820000000000000,-74.096960000000000000
2022-02-02,17,40.738605000000000000,-73.907420000000000000
2022-02-01,15,40.594486000000000000,-74.098740000000000000
2022-02-03,15,40.701077000000000000,-73.940430000000000000
2022-02-07,8,40.771656000000000000,-73.953190000000000000
2022-02-04,5,40.827000000000000000,-73.843590000000000000
2022-02-04,17,40.705494000000000000,-73.821410000000000000
2022-02-03,1,40.858986000000000000,-73.893820000000000000
2022-02-02,8,40.751835000000000000,-73.824270000000000000
2022-02-02,9,40.749607000000000000,-73.896870000000000000
2022-02-02,16,40.672530000000000000,-73.771190000000000000
2022-02-02,11,40.776016000000000000,-73.987240000000000000
2022-02-02,15,40.720850000000000000,-74.003940000000000000
2022-02-03,13,40.841694000000000000,-73.864770000000000000
2022-02-02,10,40.604664000000000000,-74.021890000000000000
2022-02-03,7,40.851540000000000000,-73.918335000000000000
2022-02-03,8,40.600197000000000000,-73.743970000000000000
2022-02-02,20,40.712116000000000000,-73.731180000000000000
2022-02-02,5,40.548230000000000000,-74.220665000000000000
2022-02-03,13,40.832350000000000000,-73.921070000000000000
2022-02-03,14,40.620460000000000000,-73.983120000000000000
2022-02-04,11,40.791557000000000000,-73.968480000000000000
2022-02-02,16,40.887100000000000000,-73.863500000000000000
2022-02-04,11,40.715920000000000000,-73.999330000000000000
2022-02-02,19,40.825200000000000000,-73.914760000000000000
2022-02-03,16,40.744560000000000000,-73.930760000000000000
2022-02-03,11,40.748398000000000000,-73.944790000000000000
2022-02-02,6,40.690907000000000000,-73.955420000000000000
2022-02-04,8,40.743140000000000000,-73.883340000000000000
2022-02-02,18,40.838013000000000000,-73.868590000000000000
2022-02-02,13,40.704643000000000000,-74.009610000000000000
2022-01-29,20,40.668564000000000000,-73.953420000000000000
2022-02-03,6,40.675117000000000000,-74.009620000000000000
2022-02-03,20,40.668583000000000000,-73.976310000000000000
2022-02-02,22,40.699200000000000000,-73.923090000000000000
2022-02-03,15,40.683094000000000000,-73.805760000000000000
2022-02-04,6,40.795383000000000000,-73.929940000000000000
2022-01-29,14,40.547688000000000000,-74.190360000000000000
2022-02-04,16,40.889736000000000000,-73.831250000000000000
2022-02-01,19,40.691948000000000000,-73.939830000000000000
2022-02-04,23,40.650528000000000000,-73.955830000000000000
2022-02-03,11,40.710040000000000000,-73.968530000000000000
2022-02-04,1,40.704082000000000000,-73.816410000000000000
2022-02-02,16,40.656773000000000000,-73.955330000000000000
2022-02-03,21,40.610096000000000000,-73.961380000000000000
2022-02-03,19,40.791046000000000000,-73.951380000000000000
2022-01-10,16,40.689236000000000000,-73.828520000000000000
2022-02-02,17,40.867500000000000000,-73.921740000000000000
2022-02-03,14,40.734480000000000000,-73.922430000000000000
2022-01-31,14,40.631462000000000000,-74.027800000000000000
2022-01-31,14,40.837406000000000000,-73.939240000000000000
2022-02-02,20,40.629166000000000000,-73.947334000000000000
2022-02-02,18,40.830135000000000000,-73.890880000000000000
2022-02-04,0,40.666084000000000000,-73.947220000000000000
2022-02-03,16,40.761585000000000000,-73.760860000000000000
2022-02-04,6,40.766716000000000000,-73.928566000000000000
2022-02-03,9,40.616222000000000000,-73.913470000000000000
2022-01-03,21,40.626392000000000000,-74.130356000000000000
2022-01-07,17,40.633230000000000000,-73.964806000000000000
2022-01-08,11,40.694714000000000000,-73.931220000000000000
2022-02-03,20,40.744730000000000000,-73.933590000000000000
2022-02-02,16,40.826360000000000000,-73.898840000000000000
2022-02-01,20,40.828220000000000000,-73.871330000000000000
2022-02-04,13,40.751793000000000000,-73.884550000000000000
2022-02-02,23,40.666690000000000000,-73.811730000000000000
2022-02-03,19,40.792362000000000000,-73.964180000000000000
2022-02-04,8,40.697605000000000000,-73.984470000000000000
2022-02-04,11,40.650387000000000000,-73.958720000000000000
2022-02-03,18,40.752250000000000000,-73.702095000000000000
2022-02-04,8,40.643707000000000000,-73.997440000000000000
2022-01-24,10,40.670040000000000000,-73.936580000000000000
2022-02-04,18,40.875256000000000000,-73.843420000000000000
2022-02-04,17,40.852375000000000000,-73.865820000000000000
2022-02-03,15,40.632435000000000000,-73.888180000000000000
2022-02-03,11,40.758972000000000000,-73.919010000000000000
2022-02-02,17,40.702408000000000000,-74.012830000000000000
2022-02-04,13,40.746815000000000000,-73.826164000000000000
2022-02-04,21,40.820520000000000000,-73.921360000000000000
2022-02-03,17,40.666737000000000000,-73.991745000000000000
2022-02-02,17,40.761500000000000000,-73.997826000000000000
2022-02-02,17,40.827310000000000000,-73.857834000000000000
2022-02-07,15,40.810238000000000000,-73.951355000000000000
2022-02-07,15,40.878643000000000000,-73.871605000000000000
2022-02-07,19,40.680973000000000000,-73.738810000000000000
2022-01-01,20,40.741272000000000000,-73.975350000000000000
2022-01-05,5,40.828842000000000000,-73.840350000000000000
2022-01-07,6,40.679490000000000000,-73.879270000000000000
2022-01-08,2,40.837864000000000000,-73.911400000000000000
2022-02-06,17,40.618988000000000000,-74.040800000000000000
2022-01-09,4,40.716713000000000000,-73.827820000000000000
2022-01-09,21,40.743343000000000000,-73.972030000000000000
2022-01-09,1,40.695206000000000000,-73.842710000000000000
2022-01-09,4,40.687546000000000000,-73.820800000000000000
2022-01-11,19,40.675870000000000000,-73.753160000000000000
2022-01-12,17,40.639370000000000000,-73.994800000000000000
2022-01-11,14,40.640453000000000000,-73.977806000000000000
2022-02-06,8,40.876778000000000000,-73.856300000000000000
2022-01-14,2,40.754900000000000000,-73.745480000000000000
2022-01-13,15,40.864655000000000000,-73.813866000000000000
2022-01-21,10,40.630430000000000000,-73.885930000000000000
2022-01-16,15,40.834950000000000000,-73.946910000000000000
2022-01-17,10,40.697433000000000000,-73.898605000000000000
2022-01-21,10,40.711384000000000000,-73.836600000000000000
2022-01-09,13,40.636078000000000000,-74.019714000000000000
2022-01-21,2,40.826360000000000000,-73.871360000000000000
2022-01-29,18,40.831690000000000000,-73.949265000000000000
2022-01-30,11,40.730770000000000000,-73.826190000000000000
2022-01-28,18,40.742000000000000000,-73.878640000000000000
2022-01-17,17,40.766853000000000000,-73.827360000000000000
2022-01-21,12,40.671406000000000000,-73.961330000000000000
2022-01-28,12,40.697407000000000000,-73.936010000000000000
2022-02-01,14,40.770440000000000000,-73.916550000000000000
2022-01-29,7,40.606358000000000000,-74.120926000000000000
2022-01-31,18,40.771004000000000000,-73.784940000000000000
2022-02-05,12,40.718018000000000000,-73.999960000000000000
2022-02-05,8,40.738476000000000000,-73.748850000000000000
2022-01-28,13,40.898674000000000000,-73.870100000000000000
2022-01-26,15,40.741493000000000000,-73.875030000000000000
2022-02-01,18,40.769005000000000000,-73.992355000000000000
2022-02-02,3,40.820137000000000000,-73.890290000000000000
2022-02-04,21,40.813900000000000000,-73.938270000000000000
2022-02-04,15,40.789734000000000000,-73.966100000000000000
2022-02-05,12,40.838333000000000000,-73.916920000000000000
2022-02-07,12,40.841236000000000000,-73.841690000000000000
2022-02-07,21,40.693820000000000000,-73.726940000000000000
2022-02-04,7,40.669456000000000000,-73.862840000000000000
2022-02-09,0,40.642303000000000000,-74.013240000000000000
2022-02-04,14,40.713196000000000000,-73.749680000000000000
2022-01-07,9,40.721016000000000000,-73.748390000000000000
2022-02-04,8,40.619923000000000000,-74.164590000000000000
2022-02-01,19,40.579570000000000000,-73.962210000000000000
2022-02-05,20,40.590340000000000000,-73.984340000000000000
2022-02-07,16,40.613297000000000000,-73.922380000000000000
2022-02-11,12,40.678844000000000000,-73.866090000000000000
2022-02-07,21,40.630505000000000000,-73.928120000000000000
2022-02-07,8,40.846226000000000000,-73.890440000000000000
2022-02-07,18,40.822716000000000000,-73.903200000000000000
2022-02-05,16,40.565254000000000000,-74.130100000000000000
2022-02-07,10,40.685028000000000000,-73.971245000000000000
2022-02-07,10,40.881073000000000000,-73.878494000000000000
2022-02-07,18,40.666900000000000000,-73.929375000000000000
2022-02-07,18,40.786423000000000000,-73.942390000000000000
2022-02-07,19,40.851080000000000000,-73.894800000000000000
2022-02-07,18,40.845474000000000000,-73.827030000000000000
2022-02-05,18,40.774280000000000000,-73.977380000000000000
2022-01-26,10,40.688698000000000000,-73.942085000000000000
2022-02-07,15,40.834503000000000000,-73.930370000000000000
2022-02-07,14,40.593975000000000000,-73.946480000000000000
2022-01-31,17,40.666060000000000000,-73.958630000000000000
2022-02-07,6,40.854874000000000000,-73.916794000000000000
2022-02-07,12,40.633682000000000000,-73.898680000000000000
2022-01-31,9,40.675560000000000000,-73.963340000000000000
2022-02-07,12,40.829422000000000000,-73.938770000000000000
2022-02-07,6,40.692610000000000000,-73.803140000000000000
2022-02-07,18,40.710430000000000000,-73.948784000000000000
2022-02-07,16,40.654488000000000000,-73.895210000000000000
2022-02-07,8,40.736683000000000000,-73.925680000000000000
2022-02-07,15,40.849790000000000000,-73.898150000000000000
2022-02-07,6,40.666546000000000000,-73.788080000000000000
2022-02-07,6,40.808920000000000000,-73.918440000000000000
2022-02-07,19,40.750656000000000000,-73.791350000000000000
2022-01-31,0,40.707210000000000000,-73.936560000000000000
2022-02-05,11,40.652313000000000000,-73.956020000000000000
2022-02-05,17,40.708378000000000000,-73.947590000000000000
2022-02-05,7,40.674744000000000000,-73.782220000000000000
2022-02-10,23,40.643960000000000000,-73.937140000000000000
2022-02-05,18,40.874240000000000000,-73.825840000000000000
2022-02-01,19,40.664510000000000000,-73.881030000000000000
2022-02-05,9,40.683800000000000000,-73.727860000000000000
2022-02-05,0,40.628853000000000000,-74.147710000000000000
2022-02-02,20,40.668774000000000000,-73.930520000000000000
2022-02-04,15,40.822890000000000000,-73.955740000000000000
2022-02-05,12,40.818880000000000000,-73.916504000000000000
2022-02-04,17,40.666893000000000000,-73.888830000000000000
2022-02-05,9,40.640465000000000000,-73.994330000000000000
2022-02-07,23,40.657530000000000000,-73.897970000000000000
2022-01-07,19,40.774370000000000000,-73.963554000000000000
2022-02-05,0,40.745304000000000000,-73.825950000000000000
2022-02-05,20,40.679653000000000000,-73.885560000000000000
2022-02-05,9,40.667430000000000000,-73.766760000000000000
2022-02-05,13,40.764053000000000000,-73.992250000000000000
2022-02-02,7,40.592026000000000000,-74.190110000000000000
2022-01-31,22,40.816260000000000000,-73.917700000000000000
2022-01-29,2,40.691456000000000000,-73.917800000000000000
2022-02-05,22,40.730946000000000000,-73.848590000000000000
2022-02-05,11,40.698746000000000000,-73.992400000000000000
2022-01-31,10,40.660797000000000000,-73.871830000000000000
2022-02-03,9,40.651604000000000000,-73.951620000000000000
